"Topt","sim","site"
25.32,152,"TX"
28.8,152,"MO"
29.85,152,"MI"
34.89,151,"TX"
33.35,151,"MO"
28.81,151,"MI"
34.89,150,"TX"
29.86,150,"MO"
26.06,150,"MI"
23.68,149,"TX"
34.07,149,"MO"
24.92,149,"MI"
27.09,148,"TX"
26.67,148,"MO"
25.22,148,"MI"
34.89,147,"TX"
31.5,147,"MO"
23.56,147,"MI"
34.89,146,"TX"
34.89,146,"MO"
21.53,146,"MI"
7.61,145,"TX"
34.89,145,"MO"
21.7,145,"MI"
24.5,144,"TX"
31.99,144,"MO"
26.33,144,"MI"
23.99,143,"TX"
30.09,143,"MO"
23.54,143,"MI"
34.89,142,"TX"
28.77,142,"MO"
26.39,142,"MI"
31.95,141,"TX"
29.67,141,"MO"
23.52,141,"MI"
24.52,140,"TX"
27.98,140,"MO"
23.28,140,"MI"
34.89,139,"TX"
30.25,139,"MO"
22.93,139,"MI"
34.89,138,"TX"
33.66,138,"MO"
21.95,138,"MI"
34.89,137,"TX"
28.82,137,"MO"
22,137,"MI"
23.09,136,"TX"
27.55,136,"MO"
22.38,136,"MI"
22.84,135,"TX"
28.18,135,"MO"
24.2,135,"MI"
34.89,134,"TX"
26.13,134,"MO"
34.89,134,"MI"
26.58,133,"TX"
31.51,133,"MO"
26.5,133,"MI"
34.89,132,"TX"
28.56,132,"MO"
24.6,132,"MI"
33.1,131,"TX"
27.96,131,"MO"
28.62,131,"MI"
34.81,130,"TX"
34.89,130,"MO"
28.18,130,"MI"
34.89,129,"TX"
34.89,129,"MO"
26.42,129,"MI"
34.89,128,"TX"
30.44,128,"MO"
25.26,128,"MI"
25.29,127,"TX"
34.89,127,"MO"
26.52,127,"MI"
24.21,126,"TX"
34.89,126,"MO"
23.52,126,"MI"
25.62,125,"TX"
26.13,125,"MO"
34.89,125,"MI"
7.61,124,"TX"
31.93,124,"MO"
23.99,124,"MI"
17.75,123,"TX"
28.14,123,"MO"
21.77,123,"MI"
34.89,122,"TX"
32.31,122,"MO"
26.2,122,"MI"
34.89,121,"TX"
26.68,121,"MO"
26.35,121,"MI"
25.31,120,"TX"
34.89,120,"MO"
23.5,120,"MI"
34.89,119,"TX"
31.36,119,"MO"
22.22,119,"MI"
24.38,118,"TX"
34.89,118,"MO"
23.11,118,"MI"
23.33,117,"TX"
28.28,117,"MO"
34.89,117,"MI"
29.8,116,"TX"
30.83,116,"MO"
21.82,116,"MI"
34.89,115,"TX"
26.97,115,"MO"
24.8,115,"MI"
21.42,114,"TX"
32.47,114,"MO"
25.34,114,"MI"
24.53,113,"TX"
29.06,113,"MO"
22.94,113,"MI"
22.85,112,"TX"
27.25,112,"MO"
23.46,112,"MI"
34.89,111,"TX"
28.86,111,"MO"
21.75,111,"MI"
34.89,110,"TX"
26.35,110,"MO"
34.89,110,"MI"
26.42,109,"TX"
34.89,109,"MO"
21.34,109,"MI"
29.24,108,"TX"
34.89,108,"MO"
34.89,108,"MI"
24.56,107,"TX"
34.89,107,"MO"
22.96,107,"MI"
34.89,106,"TX"
34.89,106,"MO"
23.06,106,"MI"
34.89,105,"TX"
33.45,105,"MO"
24.82,105,"MI"
34.57,104,"TX"
31.69,104,"MO"
27.07,104,"MI"
24.24,103,"TX"
30,103,"MO"
22.91,103,"MI"
34.89,102,"TX"
26.45,102,"MO"
34.89,102,"MI"
34.89,101,"TX"
26.46,101,"MO"
24.48,101,"MI"
23.56,100,"TX"
34.89,100,"MO"
26.31,100,"MI"
34.89,99,"TX"
34.89,99,"MO"
29.39,99,"MI"
23.99,98,"TX"
34.89,98,"MO"
23.75,98,"MI"
25.99,97,"TX"
30.23,97,"MO"
21.52,97,"MI"
34.89,96,"TX"
31.94,96,"MO"
25.25,96,"MI"
34.89,95,"TX"
34.89,95,"MO"
23.59,95,"MI"
34.89,94,"TX"
34.89,94,"MO"
32.75,94,"MI"
32.95,93,"TX"
34.89,93,"MO"
23.36,93,"MI"
22.73,92,"TX"
28.16,92,"MO"
23.16,92,"MI"
34.89,91,"TX"
22.04,91,"MO"
22.9,91,"MI"
34.89,90,"TX"
27.98,90,"MO"
23.81,90,"MI"
34.89,89,"TX"
26,89,"MO"
25.06,89,"MI"
24.66,88,"TX"
34.89,88,"MO"
24.76,88,"MI"
24.39,87,"TX"
34.89,87,"MO"
22.06,87,"MI"
18.77,86,"TX"
28.42,86,"MO"
26.59,86,"MI"
34.89,85,"TX"
29.19,85,"MO"
25.42,85,"MI"
34.89,84,"TX"
32.29,84,"MO"
34.89,84,"MI"
28.17,83,"TX"
31.34,83,"MO"
25.59,83,"MI"
23.07,82,"TX"
31.47,82,"MO"
25.13,82,"MI"
25.68,81,"TX"
29.07,81,"MO"
23.03,81,"MI"
34.89,80,"TX"
34.46,80,"MO"
23.77,80,"MI"
24.23,79,"TX"
26.5,79,"MO"
24.39,79,"MI"
26.34,78,"TX"
34.89,78,"MO"
25.81,78,"MI"
25.42,77,"TX"
28.54,77,"MO"
23.81,77,"MI"
25.02,76,"TX"
34.89,76,"MO"
32.38,76,"MI"
33.9,75,"TX"
27.88,75,"MO"
23.19,75,"MI"
34.89,74,"TX"
32.19,74,"MO"
25.27,74,"MI"
34.89,73,"TX"
28.44,73,"MO"
34.89,73,"MI"
27.35,72,"TX"
28.3,72,"MO"
23.46,72,"MI"
34.89,71,"TX"
30.15,71,"MO"
26.58,71,"MI"
27.67,70,"TX"
25.23,70,"MO"
21.59,70,"MI"
34.89,69,"TX"
30.33,69,"MO"
22.22,69,"MI"
33.45,68,"TX"
34.89,68,"MO"
23.04,68,"MI"
26.3,67,"TX"
28.38,67,"MO"
23.23,67,"MI"
34.89,66,"TX"
30.4,66,"MO"
34.89,66,"MI"
29.65,65,"TX"
28.56,65,"MO"
22.99,65,"MI"
26.74,64,"TX"
30.71,64,"MO"
21.89,64,"MI"
26.15,63,"TX"
27.48,63,"MO"
23.02,63,"MI"
24.03,62,"TX"
29.07,62,"MO"
27.36,62,"MI"
24.66,61,"TX"
28.93,61,"MO"
24.96,61,"MI"
29.46,60,"TX"
34.89,60,"MO"
22.89,60,"MI"
22.95,59,"TX"
27.84,59,"MO"
33.44,59,"MI"
34.89,58,"TX"
27.61,58,"MO"
34.89,58,"MI"
24.79,57,"TX"
31.7,57,"MO"
25.21,57,"MI"
34.89,56,"TX"
32.01,56,"MO"
23.2,56,"MI"
26.15,55,"TX"
30.7,55,"MO"
32.14,55,"MI"
34.89,54,"TX"
31.55,54,"MO"
34.89,54,"MI"
34.89,53,"TX"
31.4,53,"MO"
22.25,53,"MI"
34.89,52,"TX"
34.89,52,"MO"
22.88,52,"MI"
24.7,51,"TX"
34.89,51,"MO"
24.37,51,"MI"
28.8,50,"TX"
30.06,50,"MO"
28.85,50,"MI"
34.89,49,"TX"
28.6,49,"MO"
22.21,49,"MI"
34.89,48,"TX"
27.22,48,"MO"
21.67,48,"MI"
22.54,47,"TX"
29.64,47,"MO"
21.34,47,"MI"
34.89,46,"TX"
34.89,46,"MO"
22.51,46,"MI"
22.81,45,"TX"
28.99,45,"MO"
22.17,45,"MI"
28.03,44,"TX"
26.98,44,"MO"
22.2,44,"MI"
34.89,43,"TX"
28.29,43,"MO"
25.03,43,"MI"
34.89,42,"TX"
28.88,42,"MO"
25.93,42,"MI"
17.92,41,"TX"
34.89,41,"MO"
21.55,41,"MI"
27.65,40,"TX"
34.89,40,"MO"
27.72,40,"MI"
34.89,39,"TX"
34.58,39,"MO"
24.52,39,"MI"
34.89,38,"TX"
28.21,38,"MO"
24,38,"MI"
34.89,37,"TX"
29.06,37,"MO"
21.33,37,"MI"
25.68,36,"TX"
32.78,36,"MO"
24.89,36,"MI"
24.02,35,"TX"
25.46,35,"MO"
24.55,35,"MI"
24.32,34,"TX"
29.42,34,"MO"
23.65,34,"MI"
34.89,33,"TX"
26.37,33,"MO"
22.46,33,"MI"
34.89,32,"TX"
34.89,32,"MO"
23.15,32,"MI"
31.64,31,"TX"
27.61,31,"MO"
34.89,31,"MI"
34.89,30,"TX"
28.66,30,"MO"
23.1,30,"MI"
27.53,29,"TX"
28.38,29,"MO"
27.11,29,"MI"
34.89,28,"TX"
34.89,28,"MO"
21.15,28,"MI"
24.44,27,"TX"
32.5,27,"MO"
29.03,27,"MI"
34.89,26,"TX"
26.56,26,"MO"
25.92,26,"MI"
29.04,25,"TX"
29.31,25,"MO"
22.4,25,"MI"
28.48,24,"TX"
34.2,24,"MO"
30.15,24,"MI"
29.15,23,"TX"
34.89,23,"MO"
26.13,23,"MI"
7.61,22,"TX"
34.89,22,"MO"
21.99,22,"MI"
29.71,21,"TX"
27.81,21,"MO"
28.29,21,"MI"
34.89,20,"TX"
30.89,20,"MO"
23.55,20,"MI"
34.89,19,"TX"
32.48,19,"MO"
21.26,19,"MI"
26.12,18,"TX"
32.74,18,"MO"
27.44,18,"MI"
34.89,17,"TX"
34.89,17,"MO"
22.4,17,"MI"
7.61,16,"TX"
34.89,16,"MO"
23.08,16,"MI"
34.89,15,"TX"
34.89,15,"MO"
25.27,15,"MI"
30.88,14,"TX"
28.1,14,"MO"
23.19,14,"MI"
24.64,13,"TX"
34.89,13,"MO"
22.71,13,"MI"
34.89,12,"TX"
30.12,12,"MO"
25,12,"MI"
34.89,11,"TX"
32.99,11,"MO"
25.32,11,"MI"
34.89,10,"TX"
29.95,10,"MO"
23.33,10,"MI"
34.89,9,"TX"
30.44,9,"MO"
25.7,9,"MI"
34.89,8,"TX"
30.22,8,"MO"
29.35,8,"MI"
22.86,7,"TX"
27.56,7,"MO"
21.97,7,"MI"
25.83,6,"TX"
24.95,6,"MO"
34.89,6,"MI"
34.89,5,"TX"
27.95,5,"MO"
27.81,5,"MI"
27.82,4,"TX"
31.29,4,"MO"
34.89,4,"MI"
25.15,3,"TX"
34.89,3,"MO"
22.04,3,"MI"
34.89,2,"TX"
29.86,2,"MO"
28.32,2,"MI"
34.89,1,"TX"
33.06,1,"MO"
25.5,1,"MI"
